PrincipalDiagnosis,Sex,25th Percentile,50th Percentile,75th Percentile,Maximum,AverageCharge
U73.5,F,6687.459481606948,6687.459481606948,6687.459481606948,6687.459481606948,6687.459481606948
U73.5,M,8664.61676513505,8664.61676513505,8664.61676513505,8664.61676513505,8664.61676513505
U73.8,F,7077.489383589806,7077.489383589806,7077.489383589806,7077.489383589806,7077.489383589806
U74.0,F,7639.200427642489,7639.200427642489,7639.200427642489,7639.200427642489,7639.200427642489
U74.2,M,7120.495530584958,7120.495530584958,7120.495530584958,7120.495530584958,7120.495530584958
U74.3,M,6107.953009768082,6107.953009768082,6107.953009768082,6107.953009768082,6107.953009768082
U74.4,M,7400.371278779044,7433.698966502758,7467.026654226471,7500.354341950184,7433.698966502758
U74.5,F,6319.0413977507,6319.0413977507,6319.0413977507,6319.0413977507,6319.0413977507
U74.7,M,7265.818188025305,7265.818188025305,7265.818188025305,7265.818188025305,7265.818188025305
U74.9,F,9983.792465458027,9983.792465458027,9983.792465458027,9983.792465458027,9983.792465458027
U75.0,F,6587.733183465505,6587.733183465505,6587.733183465505,6587.733183465505,6587.733183465505
U75.4,F,7931.959649816694,7931.959649816694,7931.959649816694,7931.959649816694,7931.959649816694
U75.5,F,9119.8919076862,9119.8919076862,9119.8919076862,9119.8919076862,9119.8919076862
U75.5,M,8287.329467831012,8287.329467831012,8287.329467831012,8287.329467831012,8287.329467831012
U75.7,F,8736.286985652154,8736.286985652154,8736.286985652154,8736.286985652154,8736.286985652154
U75.8,F,7745.689593138604,7745.689593138604,7745.689593138604,7745.689593138604,7745.689593138604
U75.8,M,6767.659017440319,6767.659017440319,6767.659017440319,6767.659017440319,6767.659017440319
U76.0,F,6561.614577104032,7502.136449801937,8442.658322499841,9383.180195197747,7502.136449801937
U76.2,F,6615.100607728528,6956.096430518339,7297.09225330815,7638.088076097962,6956.096430518339
U76.5,M,7141.535313338306,7141.535313338306,7141.535313338306,7141.535313338306,7141.535313338306
U76.6,M,6858.597539890793,6858.597539890793,6858.597539890793,6858.597539890793,6858.597539890793
U76.7,M,8586.72136475883,8586.72136475883,8586.72136475883,8586.72136475883,8586.72136475883
U76.8,F,8096.726745872749,8096.726745872749,8096.726745872749,8096.726745872749,8096.726745872749
U76.9,F,7468.427787084539,7766.203707514784,8063.979627945028,8361.755548375273,7766.203707514784
U76.9,M,5854.185144367175,5854.185144367175,5854.185144367175,5854.185144367175,5854.185144367175
U77.0,F,7433.851353119671,7463.241960227813,7492.632567335954,7522.023174444096,7463.241960227813
U77.0,M,7944.351963269667,7944.351963269667,7944.351963269667,7944.351963269667,7944.351963269667
U77.1,F,6805.560465375519,7516.4584298320715,8227.356394288625,8938.254358745176,7516.4584298320715
U77.3,M,9521.724913818889,9521.724913818889,9521.724913818889,9521.724913818889,9521.724913818889
U77.4,M,7620.792941440419,7620.792941440419,7620.792941440419,7620.792941440419,7620.792941440419
U77.5,M,6469.717957340119,6469.717957340119,6469.717957340119,6469.717957340119,6469.717957340119
U77.7,F,8408.168870086714,9135.605347560668,9863.041825034623,10590.478302508576,9135.605347560668
U77.7,M,9863.048208787994,9863.048208787994,9863.048208787994,9863.048208787994,9863.048208787994
U77.9,F,6564.2668006772965,6571.373402146151,6642.5375468389075,6713.7016915316635,6614.078430962086
U78.0,F,5931.207981503179,6651.478425777512,7371.748870051844,8092.019314326178,6651.478425777512
U78.0,M,7518.34086223178,7518.34086223178,7518.34086223178,7518.34086223178,7518.34086223178
U78.1,F,9287.632131477529,9287.632131477529,9287.632131477529,9287.632131477529,9287.632131477529
U78.1,M,10124.381274311963,10447.050503594688,10769.719732877411,11092.388962160136,10447.050503594688
U78.2,F,7599.887275392426,7599.887275392426,7599.887275392426,7599.887275392426,7599.887275392426
U78.3,F,8196.040167342038,8196.040167342038,8196.040167342038,8196.040167342038,8196.040167342038
U78.4,F,6917.175942993603,6917.175942993603,6917.175942993603,6917.175942993603,6917.175942993603
U78.6,F,7058.801457415356,7058.801457415356,7058.801457415356,7058.801457415356,7058.801457415356
U78.6,M,5980.247048673771,5980.247048673771,5980.247048673771,5980.247048673771,5980.247048673771
U78.7,F,8654.313982266569,8654.313982266569,8654.313982266569,8654.313982266569,8654.313982266569
U78.8,M,6008.368889264986,6008.368889264986,6008.368889264986,6008.368889264986,6008.368889264986
U78.9,F,6724.9584775536605,6724.9584775536605,6724.9584775536605,6724.9584775536605,6724.9584775536605
U79.0,M,9147.342368408488,10120.423148095597,11093.503927782705,12066.584707469814,10120.423148095597
U79.1,M,7009.733854983375,7009.733854983375,7009.733854983375,7009.733854983375,7009.733854983375
U79.2,F,6750.173044689014,6750.173044689014,6750.173044689014,6750.173044689014,6750.173044689014
U79.2,M,5462.940698631685,5462.940698631685,5462.940698631685,5462.940698631685,5462.940698631685
U79.4,F,7012.622010445904,7012.622010445904,7012.622010445904,7012.622010445904,7012.622010445904
U79.4,M,7413.463738598954,7567.273139671306,7721.082540743658,7874.89194181601,7567.273139671306
U79.6,F,7858.216298243815,8434.829497132529,9011.44269602124,9588.055894909954,8434.829497132529
U79.7,F,6393.546361392382,7324.0903285493505,8254.634295706319,9185.178262863288,7324.0903285493505
U79.7,M,7376.127487414942,7376.127487414942,7376.127487414942,7376.127487414942,7376.127487414942
U79.8,F,5337.237623420542,5337.237623420542,5337.237623420542,5337.237623420542,5337.237623420542
U79.8,M,7443.991002252256,7443.991002252256,7443.991002252256,7443.991002252256,7443.991002252256
U79.9,F,7316.211616834167,7316.211616834167,7316.211616834167,7316.211616834167,7316.211616834167
U79.9,M,8777.652181931146,8777.652181931146,8777.652181931146,8777.652181931146,8777.652181931146
U80.1,F,4860.588442126394,4860.588442126394,4860.588442126394,4860.588442126394,4860.588442126394
U80.1,M,5887.84215465436,6663.855692692502,7439.869230730645,8215.882768768786,6663.855692692502
U80.2,F,5922.810519149214,5922.810519149214,5922.810519149214,5922.810519149214,5922.810519149214
U80.3,M,5889.308468313668,6674.925648209414,7460.542828105161,8246.160008000907,6674.925648209414
U80.4,F,6786.219058256739,6786.219058256739,6786.219058256739,6786.219058256739,6786.219058256739
U80.5,F,6688.989983284275,6688.989983284275,6688.989983284275,6688.989983284275,6688.989983284275
U80.5,M,8653.540140320416,8653.540140320416,8653.540140320416,8653.540140320416,8653.540140320416
U80.6,F,7923.582850099052,7923.582850099052,7923.582850099052,7923.582850099052,7923.582850099052
U80.6,M,5273.022517563333,5284.273457897952,6188.42681202124,7092.5801661445275,5879.541733757064
U80.9,F,7213.314080105989,7213.314080105989,7213.314080105989,7213.314080105989,7213.314080105989
U81.1,F,6926.16137879405,7905.472552872284,8884.783726950518,9864.094901028751,7905.472552872284
U81.1,M,8334.25989873011,8334.25989873011,8334.25989873011,8334.25989873011,8334.25989873011
U81.4,F,8289.76038953189,8289.76038953189,8289.76038953189,8289.76038953189,8289.76038953189
U81.7,M,6942.544031740126,6942.544031740126,6942.544031740126,6942.544031740126,6942.544031740126
U81.8,F,7434.613724615715,7609.243461425207,7783.873198234699,7958.502935044191,7609.243461425207
U81.9,F,8757.947749844796,8954.11631031733,9150.284870789863,9346.453431262398,8954.11631031733
U81.9,M,7654.468736062585,8276.421482687518,8898.374229312452,9520.326975937387,8276.421482687518
U82.0,M,6581.723803781139,6755.157553957342,6928.591304133545,7102.025054309748,6755.157553957342
U82.2,F,6573.101098735228,6573.101098735228,6573.101098735228,6573.101098735228,6573.101098735228
U82.3,M,4143.854664287984,4143.854664287984,4143.854664287984,4143.854664287984,4143.854664287984
U82.4,F,8025.129761501939,9976.428762762482,10056.488822412994,10136.548882063506,8728.936135022463
U82.5,F,7489.608852871573,7489.608852871573,7489.608852871573,7489.608852871573,7489.608852871573
U82.5,M,8010.018268037475,8010.018268037475,8010.018268037475,8010.018268037475,8010.018268037475
U82.6,F,7657.34344639685,7657.34344639685,7657.34344639685,7657.34344639685,7657.34344639685
U82.9,F,7352.614304282671,7352.614304282671,7352.614304282671,7352.614304282671,7352.614304282671
U83.0,F,9962.770405465308,9962.770405465308,9962.770405465308,9962.770405465308,9962.770405465308
U83.0,M,6723.241709159958,7750.758256168598,8279.291760242164,8319.23694700074,7251.7752132335245
U83.2,M,7100.784548833286,7100.784548833286,7100.784548833286,7100.784548833286,7100.784548833286
U83.3,M,6864.1295524154575,6864.1295524154575,6864.1295524154575,6864.1295524154575,6864.1295524154575
U83.4,F,8405.010805605365,8405.010805605365,8405.010805605365,8405.010805605365,8405.010805605365
U83.4,M,9249.926614560389,9249.926614560389,9249.926614560389,9249.926614560389,9249.926614560389
U83.5,F,7418.814495182469,7418.814495182469,7418.814495182469,7418.814495182469,7418.814495182469
U83.5,M,6546.215971695719,6546.215971695719,6546.215971695719,6546.215971695719,6546.215971695719
U83.8,F,7395.661261896805,7395.661261896805,7395.661261896805,7395.661261896805,7395.661261896805
U84.0,F,6256.841339545937,6312.759636456452,6368.6779333669665,6424.596230277481,6312.759636456452
U84.0,M,8509.343106088763,8509.343106088763,8509.343106088763,8509.343106088763,8509.343106088763
U84.1,M,6154.121540520436,6154.121540520436,6154.121540520436,6154.121540520436,6154.121540520436
U84.2,F,5951.477054186715,5951.477054186715,5951.477054186715,5951.477054186715,5951.477054186715
U84.4,M,7330.734693959478,7330.734693959478,7330.734693959478,7330.734693959478,7330.734693959478
U84.5,M,5372.029500102002,5953.170966193536,6857.880327602776,8169.069654692518,6276.738861511242
U84.6,M,6671.302568653037,6671.302568653037,6671.302568653037,6671.302568653037,6671.302568653037
U85.0,F,7716.576302345584,7716.576302345584,7716.576302345584,7716.576302345584,7716.576302345584
U85.1,F,7225.713905309094,7590.492305156883,7955.270705004672,8320.04910485246,7590.492305156883
U85.1,M,5905.451163204277,5905.451163204277,5905.451163204277,5905.451163204277,5905.451163204277
U85.3,M,7000.879552595,7000.879552595,7000.879552595,7000.879552595,7000.879552595
U85.4,F,7871.341896266387,7871.341896266387,7871.341896266387,7871.341896266387,7871.341896266387
U85.4,M,7237.212009790414,7386.282254444436,7535.352499098458,7684.42274375248,7386.282254444436
U85.5,M,7053.251320186649,7125.116077704868,7196.980835223087,7268.845592741306,7125.116077704868
U85.6,F,6911.067481953123,6911.067481953123,6911.067481953123,6911.067481953123,6911.067481953123
U85.8,M,6795.6390255187425,7121.5148388626785,7447.390652206614,7773.26646555055,7121.5148388626785
U86.0,F,6474.819859390252,7047.572730790278,7620.3256021903035,8193.078473590329,7047.572730790278
U86.1,M,7400.7222770431445,7400.7222770431445,7400.7222770431445,7400.7222770431445,7400.7222770431445
U86.3,F,7823.204530106014,8048.438827615657,8273.6731251253,8498.907422634944,8048.438827615657
U86.4,F,7045.7910788459485,7045.7910788459485,7045.7910788459485,7045.7910788459485,7045.7910788459485
U86.4,M,5986.15173450029,5986.15173450029,5986.15173450029,5986.15173450029,5986.15173450029
U86.5,F,8986.277593830544,8986.277593830544,8986.277593830544,8986.277593830544,8986.277593830544
U86.6,F,6242.097706009108,6275.287447193475,6308.477188377841,6341.666929562207,6275.287447193475
U86.6,M,7816.61869715284,7816.61869715284,7816.61869715284,7816.61869715284,7816.61869715284
U86.8,F,7631.026391432638,7631.026391432638,7631.026391432638,7631.026391432638,7631.026391432638
U86.8,M,7512.7166478301515,7512.7166478301515,7512.7166478301515,7512.7166478301515,7512.7166478301515
U87.1,M,6889.21639096626,6889.21639096626,6889.21639096626,6889.21639096626,6889.21639096626
U87.3,M,7890.596491197688,7890.596491197688,7890.596491197688,7890.596491197688,7890.596491197688
U87.8,M,7537.550760479902,7537.550760479902,7537.550760479902,7537.550760479902,7537.550760479902
U88.0,F,6646.906693053895,6646.906693053895,6646.906693053895,6646.906693053895,6646.906693053895
U88.1,F,6531.297838980995,6531.297838980995,6531.297838980995,6531.297838980995,6531.297838980995
U88.3,F,7872.689593969384,7872.689593969384,7872.689593969384,7872.689593969384,7872.689593969384
U88.4,F,8104.823359143831,8104.823359143831,8104.823359143831,8104.823359143831,8104.823359143831
U88.5,F,5905.158296290546,6485.294253258962,7065.430210227379,7645.566167195795,6485.294253258962
U88.5,M,11362.510236444821,11362.510236444821,11362.510236444821,11362.510236444821,11362.510236444821
U88.6,F,10254.584001558884,10254.584001558884,10254.584001558884,10254.584001558884,10254.584001558884
U88.6,M,7390.22190411795,7390.22190411795,7390.22190411795,7390.22190411795,7390.22190411795
U88.7,M,5701.313425263994,5701.313425263994,5701.313425263994,5701.313425263994,5701.313425263994
U88.9,F,7341.226236477463,7341.226236477463,7341.226236477463,7341.226236477463,7341.226236477463
U89.0,M,5048.904118621227,5048.904118621227,5048.904118621227,5048.904118621227,5048.904118621227
U89.1,F,6172.330696512379,6172.330696512379,6172.330696512379,6172.330696512379,6172.330696512379
U89.1,M,7743.652174431539,7751.303175874434,7758.954177317329,7766.605178760224,7751.303175874434
U89.2,F,6128.551193478846,6754.869937729451,7381.188681980055,8007.507426230659,6754.869937729451
U89.2,M,5843.61488821632,5843.61488821632,5843.61488821632,5843.61488821632,5843.61488821632
U89.3,M,8829.187055679016,8829.187055679016,8829.187055679016,8829.187055679016,8829.187055679016
U89.4,F,8632.019881251392,8632.019881251392,8632.019881251392,8632.019881251392,8632.019881251392
U89.5,F,7142.548190047943,7446.819716519227,7751.091242990511,8055.362769461795,7446.819716519227
U89.5,M,6087.8052340467475,6087.8052340467475,6087.8052340467475,6087.8052340467475,6087.8052340467475
U89.6,F,6994.707602209545,6994.707602209545,6994.707602209545,6994.707602209545,6994.707602209545
U89.7,M,6842.581901503159,6842.581901503159,6842.581901503159,6842.581901503159,6842.581901503159
U89.8,F,9492.678902808188,9492.678902808188,9492.678902808188,9492.678902808188,9492.678902808188
U89.8,M,7105.278728888657,7463.064905915449,8871.797904128922,10280.530902342396,8163.696120039903
U89.9,F,6998.130934249714,6998.130934249714,6998.130934249714,6998.130934249714,6998.130934249714
U89.9,M,7017.9729182696465,7017.9729182696465,7017.9729182696465,7017.9729182696465,7017.9729182696465
U90.0,F,6573.18294411426,6573.18294411426,6573.18294411426,6573.18294411426,6573.18294411426
U90.0,M,7904.7443637549495,7904.7443637549495,7904.7443637549495,7904.7443637549495,7904.7443637549495
U90.2,M,8683.41529662136,8683.41529662136,8683.41529662136,8683.41529662136,8683.41529662136
U90.3,F,4597.653892103046,4597.653892103046,4597.653892103046,4597.653892103046,4597.653892103046
U90.3,M,7545.328329047733,8129.844401733739,8714.360474419744,9298.876547105749,8129.844401733739
U90.7,F,7012.3271082873935,7012.3271082873935,7012.3271082873935,7012.3271082873935,7012.3271082873935
U90.8,F,6127.0084232356,6127.0084232356,6127.0084232356,6127.0084232356,6127.0084232356
U91.1,M,8373.926742445778,8373.926742445778,8373.926742445778,8373.926742445778,8373.926742445778
U91.2,F,6789.9373758629445,6789.9373758629445,6789.9373758629445,6789.9373758629445,6789.9373758629445
U91.3,M,7024.372809350905,7024.372809350905,7024.372809350905,7024.372809350905,7024.372809350905
U91.4,M,7013.267863278447,7153.20440625923,7293.1409492400135,7433.077492220797,7153.20440625923
U91.8,F,7377.159196192049,7848.296177110951,8319.433158029853,8790.570138948755,7848.296177110951
U91.8,M,6810.843457259874,6810.843457259874,6810.843457259874,6810.843457259874,6810.843457259874
U91.9,M,5160.115768762891,5991.896293153033,6823.676817543175,7655.457341933317,5991.896293153033
U92.2,F,7269.17552240821,7592.383128753879,8004.258755613639,8416.134382473398,7651.495142429939
U92.3,F,7560.460796124767,7560.460796124767,7560.460796124767,7560.460796124767,7560.460796124767
U92.4,M,10426.990520886071,10426.990520886071,10426.990520886071,10426.990520886071,10426.990520886071
U92.5,F,7270.382916064491,7270.382916064491,7270.382916064491,7270.382916064491,7270.382916064491
U92.5,M,6846.167423589452,6846.167423589452,6846.167423589452,6846.167423589452,6846.167423589452
